0.01,0
0.02,0
0.03,0
0.04,0
0.05,0
0.06,0
0.07,0
0.08,0
0.09,0
0.1,0
0.11,0
0.12,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0
0.18,0
0.19,0
0.2,0
0.21,0
0.22,0
0.23,0
0.24,0
0.25,0
0.26,0
0.27,0
0.28,0
0.29,0
0.3,0
0.31,0
0.32,0
0.33,0
0.34,0
0.35,0
0.36,0
0.37,0
0.38,0
0.39,0
0.4,0
0.41,0
0.42,0
0.43,0
0.44,0
0.45,0
0.46,0
0.47,0
0.48,0
0.49,0
0.5,0
0.51,0
0.52,0
0.53,0
0.54,0
0.55,0
0.56,0
0.57,0
0.58,0
0.59,0
0.6,0
0.61,0
0.62,0
0.63,0
0.64,0
0.65,0
0.66,0
0.67,0
0.68,0
0.69,0
0.7,0
0.71,0
0.72,0
0.73,0
0.74,0
0.75,0
0.76,0
0.77,0
0.78,0
0.79,0
0.8,0
0.81,0
0.82,0
0.83,0
0.84,0
0.85,0
0.86,0
0.87,0
0.88,0
0.89,0
0.9,0
0.91,0
0.92,0
0.93,0
0.94,1.13173
0.95,6.6482
0.96,9.76562
0.97,30.8216
0.98,65.5977
0.99,122.436
1,213
1.01,341.143
1.02,365.244
1.03,459.044
1.04,481.694
1.05,471.655
1.06,443.218
1.07,398.288
1.08,347.222
1.09,272.704
1.1,212.397
1.11,144.469
1.12,102.838
1.13,63.4349
1.14,49.2459
1.15,27.2212
1.16,16.3496
1.17,9.49668
1.18,9.3364
1.19,2.82466
1.2,1.38889
1.21,2.04904
1.22,1.34372
1.23,0
1.24,0
1.25,0
1.26,0
1.27,0
1.28,0
1.29,0
1.3,0
1.31,0.582717
1.32,0
1.33,0.565323
1.34,0
1.35,1.64609
1.36,5.40657
1.37,4.79514
1.38,7.3514
1.39,12.4217
1.4,13.2653
1.41,24.6466
1.42,34.7153
1.43,40.0998
1.44,51.1188
1.45,83.2342
1.46,76.9375
1.47,91.6285
1.48,103.178
1.49,94.1399
1.5,100
1.51,95.1713
1.52,80.5055
1.53,56.8158
1.54,51.0204
1.55,43.2882
1.56,35.7495
1.57,19.4734
1.58,17.2248
1.59,12.2622
1.6,5.46875
1.61,2.31473
1.62,0.762079
1.63,1.12914
1.64,1.48721
1.65,0.367309
1.66,0.362897
1.67,1.43426
1.68,1.41723
1.69,1.75064
1.7,8.65052
1.71,7.86567
1.72,21.2953
1.73,31.4077
1.74,49.8745
1.75,76.4082
1.76,100.723
1.77,139.807
1.78,175.799
1.79,210.668
1.8,242.593
1.81,261.286
1.82,275.027
1.83,267.849
1.84,259.038
1.85,220.015
1.86,189.617
1.87,152.135
1.88,125.34
1.89,99.6613
1.9,66.759
1.91,46.3255
1.92,32.8234
1.93,21.4771
1.94,14.6137
1.95,4.73373
1.96,3.90462
1.97,3.09207
1.98,3.57106
1.99,2.52519
2,6
2.01,9.90075
2.02,22.3017
2.03,20.8692
2.04,37.9662
2.05,49.2564
2.06,62.447
2.07,73.0472
2.08,88.2951
2.09,104.164
2.1,95.9184
2.11,107.59
2.12,98.5671
2.13,86.8434
2.14,73.1505
2.15,59.4916
2.16,46.5106
2.17,34.1906
2.18,30.3005
2.19,21.2673
2.2,16.1157
2.21,9.62306
2.22,7.91332
2.23,10.8589
2.24,10.7621
2.25,15.8025
2.26,21.7323
2.27,36.0962
2.28,44.6291
2.29,62.7372
2.3,82.7977
2.31,102.322
2.32,112.403
2.33,139.255
2.34,148.477
2.35,149.027
2.36,153.871
2.37,145.632
2.38,137.879
2.39,114.494
2.4,97.0486
2.41,84.8815
2.42,58.9099
2.43,41.8297
2.44,35.6087
2.45,24.823
2.46,19.9947
2.47,14.9158
2.48,9.59287
2.49,8.70954
2.5,11.36
2.51,14.9204
2.52,21.7309
2.53,28.5897
2.54,31.3101
2.55,33.8331
2.56,37.8418
2.57,45.2694
2.58,42.3652
2.59,42.635
2.6,39.3491
2.61,38.1674
2.62,29.7185
2.63,24.2883
2.64,18.7959
2.65,20.9327
2.66,15.5464
2.67,21.4619
2.68,22.6944
2.69,33.858
2.7,44.4444
2.71,62.9076
2.72,87.7217
2.73,108.414
2.74,136.928
2.75,171.504
2.76,197.044
2.77,213.739
2.78,218.803
2.79,218.908
2.8,210.842
2.81,190.98
2.82,165.233
2.83,149.459
2.84,110.469
2.85,96.1527
2.86,68.952
2.87,50.6258
2.88,37.7363
2.89,30.2918
2.9,23.3056
2.91,17.9497
2.92,17.2406
2.93,17.3561
2.94,19.6677
2.95,20.1092
2.96,21.7997
2.97,24.714
2.98,24.7737
2.99,24.9438
3,19.7778
3.01,22.5163
3.02,17.3238
3.03,19.6059
3.04,18.3951
3.05,17.3072
3.06,20.7185
3.07,28.0109
3.08,38.2653
3.09,47.0251
3.1,62.2268
3.11,78.5765
3.12,93.7911
3.13,100.134
3.14,112.276
3.15,128.899
3.16,127.784
3.17,125.984
3.18,112.041
3.19,106.819
3.2,89.7461
3.21,79.2888
3.22,65.4874
3.23,57.127
3.24,46.3916
3.25,46.9586
3.26,42.5308
3.27,44.3285
3.28,49.9145
3.29,57.6491
3.3,67.4931
3.31,69.1852
3.32,74.4847
3.33,75.8416
3.34,74.3125
3.35,69.1468
3.36,64.1298
3.37,55.8251
3.38,50.2433
3.39,46.2057
3.4,39.9654
3.41,39.0434
3.42,37.8749
3.43,42.4993
3.44,42.8441
3.45,54.6944
3.46,57.0517
3.47,61.5403
3.48,66.4718
3.49,68.4723
3.5,68.3265
3.51,67.5319
3.52,58.2709
3.53,56.4967
3.54,47.3204
3.55,43.2454
3.56,41.2669
3.57,37.1913
3.58,40.2609
3.59,41.4336
3.6,47.4537
3.61,52.7927
3.62,57.1564
3.63,59.0427
3.64,65.0586
3.65,64.1771
3.66,62.3339
3.67,58.6536
3.68,62.9135
3.69,60.2228
3.7,61.5047
3.71,66.4046
3.72,75.5868
3.73,84.1665
3.74,99.4452
3.75,120.391
3.76,135.384
3.77,148.738
3.78,166.149
3.79,176.273
3.8,167.452
3.81,162.234
3.82,158.302
3.83,141.728
3.84,116.442
3.85,97.4195
3.86,77.2504
3.87,62.4962
3.88,46.5645
3.89,32.8441
3.9,23.2742
3.91,14.4557
3.92,9.89171
3.93,6.79836
3.94,6.76389
3.95,5.12738
3.96,6.69575
3.97,9.96136
3.98,15.5299
3.99,21.2938
4,27.125
4.01,37.8107
4.02,46.1622
4.03,61.7577
4.04,70.8877
4.05,81.6339
4.06,91.1209
4.07,97.1935
4.08,98.3997
4.09,99.9516
4.1,92.5045
4.11,84.5366
4.12,76.9394
4.13,66.0143
4.14,56.5941
4.15,49.2379
4.16,40.5649
4.17,33.2971
4.18,34.4543
4.19,30.7585
4.2,32.1429
4.21,29.0565
4.22,28.1328
4.23,29.0059
4.24,31.9842
4.25,33.7716
4.26,37.5256
4.27,43.3283
4.28,51.0962
4.29,60.1496
4.3,63.3856
4.31,73.6968
4.32,80.5363
4.33,83.8983
4.34,87.1223
4.35,90.4215
4.36,90.428
4.37,82.4741
4.38,75.9471
4.39,71.7099
4.4,64.6178
4.41,61.3428
4.42,60.3489
4.43,59.2105
4.44,60.0093
4.45,59.7399
4.46,60.0253
4.47,32.481
